GEOID,county_name,state,state_name,MRR2010,TractsHTC ,TotPopinHTCTracts,TotPopinHHsHTCTracts,TotPopACS18,TotUnder5,WhiteAloneOrCombo,BlackAloneOrCombo,AmerIndAloneorCombo,AsianAloneOrCombo,NatHawAloneOrCombo,Hispanic,TotPopBornOutUS,FB2010Plus,FB2000Plus,FBNotCit2010Plus,FBNotCit2000Plus,TotPopBornOutUS_IncNative,FB2010Plus_IncNative,FB2000Plus_IncNative,HH_SingleParent,TotHH,Owner_TOTAL,Renter_TOTAL,HHer15to34,HHer35to54,HHer55to64,HHer65plus,TotPopinHHs,HH_Crowded,HH_Owner_Crowded,HH_Renter_Crowded,Units_TOTAL,Units_2Plus,Units_10Plus,Moved2015later,Move10to14,Moved00to09,Moved90to99,Moved1989earlier,GroupQuarterACS18,NoInternet,Internet_NoSub,Internet,DialUpOnly,Broadband_Any,Cellular,CellularOnly,Broadband_CableFiberOpticDSL,Broadband_CableFiberOpticDSLOnly,Satellite,SatelliteOnly,OtherOnly,LEPHHs,LEPspanHHs,LEPindoeurHHs,LEPapacHHs,LEPotherHHs,Poverty_TOTAL,Poverty_Less100,Poverty_Less150,Poverty_Less200
26053,Gogebic County,26, Michigan,0.874310422,0,0,0,15414,564,14173,740,587,70,29,207,210,21,29,21,24,267,27,44,530,6619,5210,1409,703,1999,1425,2492,13935,41,26,15,10805,1247,479,668,1546,1738,1032,1635,1479,1726,706,4187,67,4120,2672,696,3041,1196,464,166,6,28,5,11,11,1,13931,2525,4273,5910
26055,Grand Traverse County,26, Michigan,0.85921494,0,0,0,91746,4889,88694,1555,1795,1017,146,2584,2425,391,915,319,577,3119,465,1012,3138,37134,28329,8805,5900,12448,8046,10740,89263,648,328,320,43464,6389,3052,5989,10163,9500,6258,5224,2483,4525,1221,31388,156,31232,22604,2975,27381,8207,1168,148,16,202,109,15,78,0,89527,9033,15710,24962
26057,Gratiot County,26, Michigan,0.870811039,0,0,0,41067,2026,38109,2630,551,301,75,2454,411,69,185,58,142,555,69,213,1807,15177,11042,4135,2920,4998,3040,4219,35313,146,85,61,16320,1841,783,1888,4117,3489,2619,3064,5754,3775,1008,10394,120,10274,6592,1562,7068,2846,1651,615,66,53,46,4,3,0,35314,6449,10272,14100
26059,Hillsdale County,26, Michigan,0.865555289,0,0,0,45830,2702,44969,531,535,283,0,1034,526,132,207,132,171,661,135,271,1560,17904,13738,4166,2711,6011,3926,5256,44175,400,282,118,21943,1967,671,2508,4352,4755,2991,3298,1655,4395,670,12839,178,12661,8963,2269,8994,3007,1528,435,54,60,32,5,0,23,44153,7045,11756,16681
26061,Houghton County,26, Michigan,0.833235337,1,6520,4627,36360,1886,34610,509,555,1303,46,572,1706,921,1311,888,1105,1894,956,1363,752,13340,9054,4286,3264,3793,2517,3766,33836,327,198,129,18786,3901,1462,2462,3276,3331,1836,2435,2524,2439,574,10327,59,10268,7095,1450,8265,2793,628,199,13,319,23,65,184,47,33894,7087,10987,15110
26063,Huron County,26, Michigan,0.892239468,0,0,0,31543,1571,31044,263,255,226,14,741,473,54,142,50,111,589,69,175,1051,13918,11290,2628,1844,4034,3130,4910,30988,197,79,118,21258,1581,466,1484,2734,3466,2391,3843,555,3314,851,9753,66,9687,6198,1494,6704,2661,1685,570,41,23,4,12,4,3,31078,4005,7232,10616
26065,Ingham County,26, Michigan,0.828816071,3,3286,3266,289564,16346,229715,42225,5624,22185,506,22286,27378,11396,18225,10924,14869,29916,11945,19218,11228,112200,65324,46876,31803,36250,19883,24264,270817,1992,397,1595,123193,34834,20922,26060,33783,23354,13554,15449,18747,16357,5403,90440,568,89872,67853,8893,76777,19912,5839,1082,171,3253,619,507,1716,411,270980,54559,78082,103641
26067,Ionia County,26, Michigan,0.864697179,0,0,0,64176,3678,60232,3474,768,525,61,3032,979,126,418,123,249,1308,175,467,2495,22858,17621,5237,4052,8611,4602,5593,60315,527,333,194,24856,3167,1268,3600,5289,6036,3471,4462,3861,4289,742,17827,165,17662,13857,3931,11172,2764,2723,647,122,90,43,25,22,0,60176,7681,13296,19778
26069,Iosco County,26, Michigan,0.896791796,0,0,0,25247,1085,24627,277,463,252,10,537,573,103,207,82,145,709,128,238,944,11631,9261,2370,1275,3044,2648,4664,24875,195,115,80,20503,1684,596,1750,2813,3191,1871,2006,372,2320,440,8871,154,8717,5728,1152,6690,2533,996,303,25,98,88,8,2,0,24810,4064,7008,10164
26071,Iron County,26, Michigan,0.868085915,0,0,0,11212,419,10887,100,237,73,5,221,171,7,62,7,58,228,10,98,370,5327,4305,1022,522,1415,1249,2141,10839,37,34,3,9318,729,333,706,1075,1379,811,1356,373,1508,485,3334,71,3263,1952,654,2026,892,520,248,95,10,3,6,1,0,10869,1527,3135,4245
26073,Isabella County,26, Michigan,0.839271509,1,8382,5703,70775,3339,64595,2709,3795,1870,36,2753,2461,1076,1618,996,1404,2785,1076,1688,2559,24889,15378,9511,7843,7454,4391,5201,64153,431,234,197,29084,7985,4082,5444,7013,5575,3305,3552,6622,3711,2826,18352,112,18240,13319,2857,13377,3939,2311,588,79,433,39,40,150,204,64213,17034,23395,29237
26075,Jackson County,26, Michigan,0.848697802,2,4714,4702,158913,8981,142884,15617,1684,1890,246,5523,2822,674,1400,639,970,3456,801,1585,7177,61696,45279,16417,10502,21526,13089,16579,149418,855,432,423,69508,11366,5204,10302,16022,15736,8864,10772,9495,11121,2331,48244,333,47911,36087,7645,37303,10487,3371,675,96,240,89,55,96,0,148782,20924,35090,50030
26077,Kalamazoo County,26, Michigan,0.831906363,4,12633,12112,261573,15846,223228,36056,4075,8830,551,12593,12977,4210,7511,3974,5942,14876,4470,7971,10279,102809,65624,37185,26838,33255,18546,24170,253080,1434,647,787,111646,31643,18359,21300,31803,23267,12760,13679,8493,11585,3558,87666,420,87246,67590,9549,74443,18106,4664,743,153,999,214,222,276,287,252921,40825,61843,83509
26079,Kalkaska County,26, Michigan,0.863886195,0,0,0,17463,880,17011,209,332,150,0,337,282,29,57,22,31,387,37,65,730,7139,5764,1375,1021,2354,1600,2164,17312,186,104,82,12317,481,177,957,1752,1953,1383,1094,151,1661,330,5148,117,5031,3603,1259,2732,849,1173,414,15,13,8,0,5,0,17318,2946,4790,6863
26081,Kent County,26, Michigan,0.838578177,16,63658,62968,643140,44071,535464,76939,8631,23767,691,67179,53541,13193,27450,12152,21888,60026,14313,29937,26238,239236,165201,74035,55473,85643,46067,52053,631949,5285,1736,3549,253003,60906,31806,44357,73568,58962,32677,29672,11191,30120,6468,202648,919,201729,151309,21555,171482,45761,11553,2068,610,6263,3436,861,1494,472,632210,79362,136657,196709
26083,Keweenaw County,26, Michigan,0.892405063,0,0,0,2130,88,2095,42,10,2,0,12,25,11,11,11,11,44,11,13,96,1081,956,125,134,239,246,462,2115,26,26,0,2490,77,16,97,271,335,218,160,15,293,62,726,6,720,441,114,441,195,120,42,19,6,0,6,0,0,2120,255,446,752
26085,Lake County,26, Michigan,0.812233286,1,2605,2282,11763,492,10643,1238,218,39,11,311,180,32,60,19,35,218,33,63,247,4517,3799,718,302,1160,1150,1905,11412,77,41,36,15245,349,70,530,939,1451,861,736,351,1537,212,2768,41,2727,1804,824,1171,543,726,313,16,9,5,4,0,0,11407,2718,4529,5559
26087,Lapeer County,26, Michigan,0.869891469,0,0,0,88202,4344,85790,1428,890,763,101,4092,2245,445,684,416,567,2781,536,801,2819,33320,27831,5489,4170,12129,7884,9137,86318,543,361,182,36583,2860,1036,3673,7835,8761,6346,6705,1884,5409,1365,26546,299,26247,18542,4573,17658,6079,4113,1149,131,244,171,38,35,0,86437,8697,16723,24328
26089,Leelanau County,26, Michigan,0.886497787,0,0,0,21639,885,20551,306,1003,186,8,938,632,90,240,81,174,790,142,301,497,9152,8019,1133,846,2242,2310,3754,21236,96,60,36,15529,596,129,1024,1737,2585,1701,2105,403,1257,214,7681,53,7628,5324,619,6301,1934,764,234,13,52,48,0,2,2,21431,1339,2788,4745
26091,Lenawee County,26, Michigan,0.856638418,0,0,0,98474,5283,93851,3752,1410,818,39,7784,2087,348,973,321,841,2890,685,1453,4067,38222,29578,8644,6091,13297,8080,10754,93268,450,295,155,43751,5102,1575,5676,9478,9873,6318,6877,5206,6161,1452,30609,292,30317,21340,3964,23667,7680,2990,686,113,290,245,16,0,29,93387,11411,20110,29034
26093,Livingston County,26, Michigan,0.865995438,0,0,0,188482,9574,184340,1721,1859,2549,207,4468,5347,710,1596,491,843,6472,844,1925,4897,71180,60662,10518,9064,27393,16490,18233,187241,699,444,255,75642,6958,3553,9172,18449,19903,13467,10189,1241,7012,2865,61303,279,61024,45476,4824,52922,13775,5061,935,110,225,79,52,61,33,187041,10489,18810,30210
26095,Luce County,26, Michigan,0.851899274,0,0,0,6364,256,5439,541,708,47,10,198,107,19,44,19,40,158,22,47,112,2190,1777,413,314,617,465,794,5292,14,12,2,4370,177,87,349,486,535,323,497,1072,564,51,1575,43,1532,842,255,818,365,500,266,4,0,0,0,0,0,5308,881,1439,2134
26097,Mackinac County,26, Michigan,0.850359399,0,0,0,10817,394,8567,367,2260,104,25,185,294,163,181,163,177,335,163,181,438,5284,3906,1378,787,1426,1193,1878,10527,95,53,42,11144,1283,656,879,1298,1256,861,990,290,1298,212,3774,61,3713,2570,605,2455,779,678,298,6,89,7,57,17,8,10692,1704,2782,3951
26099,Macomb County,26, Michigan,0.840360078,6,17010,16907,868704,47677,726236,108514,7930,39522,990,22212,95080,17954,43468,15262,25361,100890,18633,45346,32971,343592,250757,92835,54639,127693,71504,89756,859929,6119,2775,3344,364337,65088,28719,51933,97334,85658,53334,55333,8775,46889,8425,288278,964,287314,198733,27015,253357,83668,12671,1839,315,10987,868,4413,1349,4357,859987,97303,166754,235634
26101,Manistee County,26, Michigan,0.877680862,0,0,0,24444,969,23158,1011,993,159,16,738,436,117,185,108,146,555,130,213,603,9591,7910,1681,947,2659,2321,3664,22997,97,59,38,15812,1381,333,956,2257,2588,1626,2164,1447,1998,360,7233,70,7163,4600,909,5530,2168,770,245,23,36,8,8,7,13,23122,2973,5028,7964
26103,Marquette County,26, Michigan,0.833182162,2,5788,5634,66939,3283,64403,1518,2046,747,46,1001,1348,356,626,264,378,1860,438,802,1980,26203,18167,8036,5471,7678,5703,7351,62680,293,187,106,34803,7054,2690,4377,6974,5842,3543,5467,4259,4442,1497,20264,105,20159,13551,2078,16904,5949,1247,384,22,135,32,0,72,31,62637,10259,15680,20671
26105,Mason County,26, Michigan,0.881552197,0,0,0,28884,1514,27997,432,469,289,14,1314,585,84,207,67,149,734,86,215,1149,12115,9474,2641,1703,3527,2780,4105,28408,136,97,39,17468,1842,676,1656,2813,3223,2080,2343,476,2432,698,8985,110,8875,5477,1310,6134,2599,1388,522,130,50,9,17,24,0,28486,4299,7209,10031
26107,Mecosta County,26, Michigan,0.84235093,1,1918,3,43264,2057,41339,1632,753,553,29,958,748,201,419,196,348,941,260,498,1432,15858,11623,4235,3291,4710,3070,4787,40284,329,172,157,21406,2582,1013,2592,3801,4144,2867,2454,2980,3379,662,11817,198,11619,7487,1911,8223,3398,1475,492,81,29,7,19,3,0,40231,8582,12607,17477
26109,Menominee County,26, Michigan,0.867737458,0,0,0,23234,1027,22496,236,851,149,13,404,227,12,69,12,55,325,12,70,907,10665,8364,2301,1450,3301,2531,3383,22852,125,89,36,14291,1440,526,1281,2191,2731,1744,2718,382,2596,323,7746,103,7643,4909,1443,4966,2047,1371,543,28,17,3,12,2,0,22833,2918,5410,8032
26111,Midland County,26, Michigan,0.870439502,0,0,0,83389,4537,79367,1612,903,2267,180,2212,3215,1116,2171,1100,1759,3773,1163,2352,2815,34017,25722,8295,6298,11664,7014,9041,82036,376,131,245,36806,5185,2402,5572,8549,8148,5351,6397,1353,5353,1154,27510,337,27173,20200,3451,21844,6104,2023,462,114,101,32,0,69,0,82002,8847,15584,22127
26113,Missaukee County,26, Michigan,0.861212564,0,0,0,15006,974,14742,143,220,115,0,426,238,25,121,25,102,299,25,134,514,6027,4905,1122,1004,1937,1274,1812,14822,192,144,48,9217,227,89,773,1387,1654,1141,1072,184,1385,270,4372,73,4299,3239,1311,2241,742,740,240,17,22,16,4,0,2,14828,2309,4190,6196
26115,Monroe County,26, Michigan,0.839698357,2,4503,4372,149699,7960,143946,4924,1385,1389,20,5261,3362,302,1057,281,698,3890,327,1171,5505,59279,47473,11806,8319,21442,13368,16150,148349,685,409,276,64005,8004,3266,7409,13939,16555,9764,11612,1350,9129,2410,47740,410,47330,29735,4356,40582,16221,3556,715,77,130,29,37,23,41,148215,15747,27121,39474
26117,Montcalm County,26, Michigan,0.867752623,0,0,0,63209,3592,60796,1853,688,374,141,2197,885,66,252,66,154,1210,111,333,2724,23761,18579,5182,3711,8438,5069,6543,60532,429,229,200,28435,2378,759,3364,6008,6399,3845,4145,2677,6121,901,16739,201,16538,10451,2670,11492,4791,2352,873,140,117,70,34,0,13,60478,9957,16260,23277
26119,Montmorency County,26, Michigan,0.852040816,0,0,0,9261,333,9117,79,188,11,1,118,100,14,26,14,20,152,17,34,278,4195,3605,590,360,1030,1064,1741,9094,61,57,4,9594,146,65,547,871,1194,894,689,167,1091,125,2979,61,2918,1931,574,1606,666,743,268,6,1,0,1,0,0,9098,1511,2548,3979
26121,Muskegon County,26, Michigan,0.836336432,3,9745,6031,173043,10636,145911,27597,3204,1758,83,9655,3156,594,1469,523,969,4065,691,1768,8528,65619,48916,16703,11626,22397,13829,17767,166183,1187,460,727,73962,10312,5094,10884,17246,15943,9960,11586,6860,12409,2539,50671,482,50189,31514,6725,40770,16884,3528,985,133,244,103,46,57,38,165967,28384,46160,64118
26123,Newaygo County,26, Michigan,0.869203673,0,0,0,48142,2775,45469,937,807,328,25,2792,988,141,295,133,217,1208,182,346,1756,19007,15653,3354,2792,6411,4361,5443,47342,466,325,141,25361,1298,386,2482,4438,5146,3664,3277,800,4932,954,13121,216,12905,8944,3674,6221,2397,2998,1190,116,53,36,8,2,7,47449,8425,13452,18858
26125,Oakland County,26, Michigan,0.841432539,16,50337,47712,1250843,68288,971248,188587,13050,102315,1347,50057,158426,44592,81969,41320,62022,169026,46772,86439,36735,501260,354845,146415,84196,186036,104287,126741,1238719,5626,2222,3404,537448,118368,60052,83769,144532,119330,79076,74553,12124,51628,10926,438706,1478,437228,325016,32829,393174,104929,21818,3059,415,13855,2229,3985,4824,2817,1240022,106773,173917,250098
26127,Oceana County,26, Michigan,0.861817027,0,0,0,26417,1525,25386,354,498,111,8,3913,1505,376,846,376,801,1667,387,910,1113,10157,8273,1884,1331,3309,2254,3263,25714,443,225,218,16136,833,191,1183,2354,2611,1885,2124,703,2428,603,7126,100,7026,4221,1301,4166,1843,1514,665,94,129,122,7,0,0,26093,4440,8064,11641
26129,Ogemaw County,26, Michigan,0.873960561,0,0,0,20928,928,20444,127,352,162,11,443,268,60,82,56,75,363,60,82,879,9296,7604,1692,1072,2634,2291,3299,20595,254,170,84,16165,628,355,1304,2165,2545,1736,1546,333,2044,536,6716,120,6596,4388,1353,3944,1508,1349,511,63,15,1,14,0,0,20488,3455,6316,8999
26131,Ontonagon County,26, Michigan,0.887495982,0,0,0,5968,143,5851,38,159,22,8,87,89,9,15,9,12,97,9,15,106,2876,2535,341,167,674,773,1262,5878,36,29,7,5679,276,67,254,517,673,508,924,90,727,251,1898,41,1857,1037,252,1490,753,128,31,10,7,0,7,0,0,5893,901,1642,2326
26133,Osceola County,26, Michigan,0.854763569,0,0,0,23232,1274,22651,361,346,147,40,418,217,63,67,52,53,381,93,134,937,9100,7431,1669,1352,2816,2011,2921,22744,211,173,38,13720,732,272,1162,2061,2394,1712,1771,488,2590,508,6002,78,5924,4077,1911,2506,1060,1431,633,56,48,21,23,4,0,22858,4488,7180,9811
26135,Oscoda County,26, Michigan,0.906291391,0,0,0,8277,415,8141,62,162,15,9,126,103,8,19,8,19,112,8,19,326,3824,3222,602,442,910,916,1556,8203,94,77,17,9173,170,117,405,916,1133,688,682,74,1205,144,2475,90,2385,1580,513,1315,470,581,243,25,22,0,22,0,0,8212,1422,2295,3413
26137,Otsego County,26, Michigan,0.85208099,0,0,0,24397,1307,23987,388,389,249,32,412,426,14,73,14,36,532,28,138,971,9886,7812,2074,1656,3152,2118,2960,23954,231,95,136,14861,1214,374,1573,2583,2622,1695,1413,443,1605,344,7937,97,7840,5444,1184,5701,1968,1040,340,10,5,0,0,0,5,24021,3603,5990,8528
26139,Ottawa County,26, Michigan,0.872363616,1,10202,5888,284034,18013,260783,7000,2689,10042,317,27450,16202,3116,6822,2843,5036,17927,3265,7305,7883,101223,79314,21909,20899,36382,18803,25139,274413,1754,1131,623,107632,19416,8125,17093,28413,26036,15309,14372,9621,11633,3419,86171,541,85630,62632,8097,73651,20041,6154,1400,148,1571,1016,201,346,8,273816,23226,41327,64130
26141,Presque Isle County,26, Michigan,0.907829896,0,0,0,12797,489,12574,117,170,84,7,168,165,24,75,24,72,211,35,104,340,5808,5153,655,470,1480,1501,2357,12579,78,55,23,10463,332,121,486,1133,1589,1071,1529,218,1529,231,4048,122,3926,2413,845,2117,889,982,445,68,41,7,32,2,0,12628,1847,2960,4174
26143,Roscommon County,26, Michigan,0.872844419,0,0,0,23877,851,23494,246,466,92,13,424,412,37,74,37,73,521,37,74,868,10899,8992,1907,985,2439,2790,4685,23617,149,112,37,24524,799,407,1499,2531,3079,2163,1627,260,2147,361,8391,73,8318,5569,1013,6831,2431,617,163,12,28,0,16,12,0,23528,4271,7016,10023
26145,Saginaw County,26, Michigan,0.84696025,3,6722,6638,192778,11000,149749,39833,2413,3141,99,16151,4770,1311,2375,1278,2013,5454,1423,2511,9685,78648,56288,22360,13722,25696,16428,22802,186361,1040,491,549,87377,14839,5531,11598,19535,17804,11971,17740,6417,16403,2270,59975,366,59609,41705,8341,47868,15966,4418,1046,126,855,303,253,161,138,186434,32975,51524,70715
26147,St. Clair County,26, Michigan,0.853140749,0,0,0,159566,8098,153633,5862,2073,1502,90,5281,4237,486,1221,440,830,5171,561,1347,6224,64805,49758,15047,9181,23254,14678,17692,157819,652,341,311,72016,8854,3247,10035,17002,15529,11416,10823,1747,10452,1691,52662,505,52157,38011,8779,38878,12410,4936,1074,156,222,57,114,31,20,157726,21003,34326,47325
26149,St. Joseph County,26, Michigan,0.844249706,0,0,0,60897,4031,57351,2381,924,618,37,4710,2049,241,708,200,547,2369,256,832,2514,24022,17816,6206,4618,8020,4817,6567,60170,568,336,232,27872,3161,1170,3508,6332,5958,3810,4414,727,5177,747,18098,193,17905,12141,3383,12898,4681,1842,672,58,332,255,71,4,2,59822,9347,15576,22290
26151,Sanilac County,26, Michigan,0.868186018,0,0,0,41376,2147,40547,393,462,248,5,1519,781,135,283,123,212,1022,139,312,1498,17179,13708,3471,2526,5495,3905,5253,40754,241,178,63,23014,1681,540,2083,4395,4179,2921,3601,622,4211,917,12051,201,11850,7629,2233,6972,2977,2753,911,101,99,36,50,9,4,40813,6382,11102,16032
26153,Schoolcraft County,26, Michigan,0.850886918,0,0,0,8069,326,7427,82,947,41,2,81,65,2,5,1,2,90,5,12,311,3351,2760,591,382,972,799,1198,7923,24,12,12,6379,271,134,392,745,915,660,639,146,797,184,2370,58,2312,1279,219,1855,897,278,78,8,1,0,0,1,0,7932,1624,2313,3177
26155,Shiawassee County,26, Michigan,0.87120287,0,0,0,68493,3597,67482,805,772,493,81,1995,635,55,241,49,165,934,82,301,2684,27741,20899,6842,4543,9752,5916,7530,67778,235,104,131,30242,3952,1441,3680,7043,5993,4560,6465,715,5255,789,21697,188,21509,12884,3261,16459,7512,1940,721,143,88,47,12,24,5,67529,7687,14045,20339
26157,Tuscola County,26, Michigan,0.88053162,0,0,0,53250,2696,52108,864,672,257,21,1779,445,63,167,60,104,600,84,195,1716,21759,17868,3891,3256,7200,4879,6424,52009,454,249,205,24451,1931,443,2720,4717,5116,3721,5485,1241,5004,908,15847,242,15605,9208,1871,10715,4270,3062,1014,254,55,30,23,0,2,52085,8015,13882,19753
26159,Van Buren County,26, Michigan,0.864214836,0,0,0,75272,4560,67804,3984,1997,687,68,8586,3584,420,1460,412,1290,3919,437,1544,2906,29013,22415,6598,4321,10009,6799,7884,73878,772,459,313,37122,3919,1417,3965,7125,7625,5052,5246,1394,6053,1144,21816,216,21600,16194,4688,14604,4418,2586,642,55,414,340,31,39,4,74369,11499,20534,26857
26161,Washtenaw County,26, Michigan,0.828093702,11,37164,27580,365961,18283,283732,51483,5483,38809,614,16999,45491,15325,26289,14619,20828,49635,16120,27981,9675,140210,85122,55088,39364,46494,24425,29927,345800,2001,564,1437,150400,49499,24425,30340,42249,32545,17898,17178,20161,12043,5072,123095,450,122645,95133,9875,108683,25209,6174,854,187,3852,522,654,2334,342,346217,49170,70501,92291
26163,Wayne County,26, Michigan,0.784532845,221,533108,522244,1761382,115396,972724,706320,18420,69222,1788,103202,157293,36806,78631,31561,51409,177050,41938,88584,98538,676587,419567,257020,119107,246616,140289,170575,1738895,14720,6323,8397,814962,186046,95945,109468,205034,145337,86462,130286,22487,143654,42525,490408,2700,487708,328399,57392,416580,147780,28692,3846,644,17449,5032,4507,1784,6126,1740233,401149,585509,748122
26165,Wexford County,26, Michigan,0.840855684,0,0,0,33111,1992,32441,432,558,293,13,631,455,54,199,54,128,705,187,349,1489,13053,9968,3085,2246,4190,2857,3760,32798,238,123,115,16892,1527,536,1915,3542,3548,1876,2172,313,3008,720,9325,108,9217,6609,2008,6161,1941,1110,441,12,60,0,49,0,11,32711,5325,9422,13250
27001,Aitkin County,27, Minnesota,0.889353789,0,0,0,15834,579,15280,178,505,109,28,214,199,26,72,16,42,272,38,87,597,7713,6346,1367,971,1833,1718,3191,15574,143,67,76,16599,888,427,836,1806,2564,1381,1126,260,1828,324,5561,87,5474,3724,1099,3609,1413,891,252,9,11,0,9,0,2,15596,2021,3794,5614
27003,Anoka County,27, Minnesota,0.855171537,1,3548,3492,347431,21752,303350,25247,5365,18386,417,15330,29583,5012,15438,4052,8621,32606,5637,16783,12738,126848,101740,25108,21118,51163,27156,27411,344433,2435,1058,1377,131151,17696,13282,18428,32730,33199,22178,20313,2998,12275,2434,112139,1035,111104,83010,14455,92600,25702,6986,1133,158,2649,739,562,609,739,344170,20963,39736,62994
27005,Becker County,27, Minnesota,0.859863326,0,0,0,33773,2176,30724,353,3388,292,27,674,522,258,315,239,251,654,271,355,1250,13487,10634,2853,2216,4108,3126,4037,33295,224,162,62,19549,1865,1175,1790,3670,3827,1904,2296,478,2386,575,10526,140,10386,8022,2020,7715,2054,834,173,34,85,12,35,20,18,33208,4090,7191,10269
27007,Beltrami County,27, Minnesota,0.845307155,0,0,0,46117,3419,35310,913,11121,519,78,1064,792,256,522,224,377,1153,337,627,2478,17271,11602,5669,4021,5488,3557,4205,43888,411,207,204,21404,3261,1995,3295,4636,4773,2293,2274,2229,3058,545,13668,72,13596,8353,1319,11912,4985,459,99,48,18,3,5,10,0,43642,8054,13448,17552
27009,Benton County,27, Minnesota,0.858093588,0,0,0,39779,2940,37742,1830,456,658,1,903,1587,775,1384,538,833,1831,833,1486,1809,16217,10843,5374,4594,5629,2765,3229,38885,471,155,316,16893,4624,3762,3236,4790,3970,1962,2259,894,2499,639,13079,89,12990,9272,1597,10196,3278,1183,296,35,237,26,0,9,202,39054,4927,8163,11890
