aded,boroname,ntaname
67005,Manhattan,Clinton
67006,Manhattan,Clinton
67007,Manhattan,Clinton
67008,Manhattan,Clinton
67009,Manhattan,Midtown-Midtown South
67010,Manhattan,Clinton
67011,Manhattan,Midtown-Midtown South
67012,Manhattan,Midtown-Midtown South
67013,Manhattan,Clinton
67014,Manhattan,Clinton
67015,Manhattan,Clinton
67016,Manhattan,Clinton
67017,Manhattan,Clinton
67018,Manhattan,Clinton
67019,Manhattan,Clinton
67020,Manhattan,Lincoln Square
67020,Manhattan,Clinton
67021,Manhattan,Lincoln Square
67022,Manhattan,Lincoln Square
67023,Manhattan,Lincoln Square
67024,Manhattan,Lincoln Square
67025,Manhattan,Lincoln Square
67026,Manhattan,Lincoln Square
67027,Manhattan,Lincoln Square
67028,Manhattan,Lincoln Square
67029,Manhattan,Lincoln Square
67030,Manhattan,Lincoln Square
67031,Manhattan,Lincoln Square
67032,Manhattan,Lincoln Square
67033,Manhattan,Lincoln Square
67034,Manhattan,Lincoln Square
67035,Manhattan,Lincoln Square
67036,Manhattan,Lincoln Square
67037,Manhattan,Lincoln Square
67038,Manhattan,Lincoln Square
67039,Manhattan,Lincoln Square
67040,Manhattan,Lincoln Square
67041,Manhattan,Lincoln Square
67042,Manhattan,Lincoln Square
67043,Manhattan,Lincoln Square
67044,Manhattan,Lincoln Square
67045,Manhattan,Lincoln Square
67046,Manhattan,Lincoln Square
67047,Manhattan,Lincoln Square
67048,Manhattan,Lincoln Square
67049,Manhattan,Lincoln Square
67050,Manhattan,Lincoln Square
67051,Manhattan,Clinton
67052,Manhattan,Lincoln Square
67053,Manhattan,Lincoln Square
67054,Manhattan,Lincoln Square
67055,Manhattan,Lincoln Square
67056,Manhattan,Lincoln Square
67057,Manhattan,Lincoln Square
67058,Manhattan,Lincoln Square
67059,Manhattan,Lincoln Square
67060,Manhattan,Lincoln Square
67061,Manhattan,Lincoln Square
67062,Manhattan,Lincoln Square
67063,Manhattan,Upper West Side
67064,Manhattan,Upper West Side
67065,Manhattan,Upper West Side
67066,Manhattan,Upper West Side
67067,Manhattan,Upper West Side
67068,Manhattan,Upper West Side
67069,Manhattan,Upper West Side
67070,Manhattan,Upper West Side
67071,Manhattan,Upper West Side
67072,Manhattan,Upper West Side
67073,Manhattan,Upper West Side
67074,Manhattan,Upper West Side
67075,Manhattan,Upper West Side
67076,Manhattan,Upper West Side
67077,Manhattan,Upper West Side
67078,Manhattan,Upper West Side
67079,Manhattan,Upper West Side
67080,Manhattan,Upper West Side
67081,Manhattan,Upper West Side
67082,Manhattan,Upper West Side
67083,Manhattan,Upper West Side
67084,Manhattan,Upper West Side
67085,Manhattan,Upper West Side
67086,Manhattan,Upper West Side
67087,Manhattan,Upper West Side
67088,Manhattan,Upper West Side
67089,Manhattan,Upper West Side
67090,Manhattan,Upper West Side
67091,Manhattan,Upper West Side
67092,Manhattan,Upper West Side
67093,Manhattan,Upper West Side
67094,Manhattan,Upper West Side
67095,Manhattan,Upper West Side
67096,Manhattan,Upper West Side
67097,Manhattan,Upper West Side
67098,Manhattan,Upper West Side
67099,Manhattan,Upper West Side
67100,Manhattan,Lincoln Square
67101,Manhattan,Lincoln Square
67105,Manhattan,Upper West Side
67106,Manhattan,Lincoln Square
67107,Manhattan,Lincoln Square
67108,Manhattan,Lincoln Square
67109,Manhattan,Clinton
67110,Manhattan,Clinton
67111,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square
67112,Manhattan,Upper West Side
67113,Manhattan,Lincoln Square
67114,Manhattan,Upper West Side
68001,Manhattan,Yorkville
68002,Manhattan,Yorkville
68003,Manhattan,Yorkville
68004,Manhattan,Yorkville
68005,Manhattan,East Harlem South
68005,Manhattan,Upper East Side-Carnegie Hill
68006,Manhattan,Yorkville
68007,Manhattan,Upper East Side-Carnegie Hill
68008,Manhattan,Upper East Side-Carnegie Hill
68009,Manhattan,Upper East Side-Carnegie Hill
68010,Manhattan,Upper East Side-Carnegie Hill
68011,Manhattan,East Harlem South
68012,Manhattan,East Harlem South
68013,Manhattan,East Harlem South
68014,Manhattan,East Harlem South
68015,Manhattan,East Harlem South
68016,Manhattan,East Harlem South
68017,Manhattan,East Harlem South
68018,Manhattan,East Harlem South
68019,Manhattan,East Harlem South
68020,Manhattan,East Harlem South
68021,Manhattan,East Harlem South
68022,Manhattan,East Harlem South
68023,Manhattan,East Harlem South
68024,Manhattan,East Harlem South
68025,Manhattan,East Harlem South
68026,Manhattan,East Harlem South
68027,Manhattan,East Harlem South
68028,Manhattan,East Harlem South
68029,Manhattan,East Harlem South
68030,Manhattan,East Harlem South
68031,Manhattan,East Harlem South
68032,Manhattan,East Harlem South
68033,Manhattan,East Harlem South
68034,Manhattan,East Harlem South
68035,Manhattan,East Harlem North
68036,Manhattan,East Harlem South
68037,Manhattan,East Harlem South
68037,Manhattan,East Harlem North
68038,Manhattan,East Harlem South
68039,Manhattan,East Harlem South
68040,Manhattan,East Harlem South
68041,Manhattan,East Harlem South
68042,Manhattan,East Harlem South
68043,Manhattan,East Harlem South
68043,Manhattan,East Harlem North
68044,Manhattan,East Harlem South
68045,Manhattan,East Harlem South
68046,Manhattan,East Harlem South
68047,Manhattan,East Harlem South
68048,Manhattan,East Harlem South
68049,Manhattan,East Harlem South
68050,Manhattan,East Harlem South
68051,Manhattan,East Harlem South
68052,Manhattan,East Harlem South
68053,Manhattan,East Harlem South
68053,Manhattan,East Harlem North
68054,Manhattan,East Harlem North
68055,Manhattan,East Harlem South
68055,Manhattan,East Harlem North
68056,Manhattan,East Harlem South
68056,Manhattan,East Harlem North
68057,Manhattan,Central Harlem South
68058,Manhattan,Central Harlem South
68059,Manhattan,Central Harlem South
68060,Manhattan,Central Harlem South
68061,Manhattan,East Harlem North
68062,Manhattan,East Harlem North
68063,Manhattan,East Harlem North
68064,Manhattan,East Harlem North
68065,Manhattan,East Harlem North
68066,Manhattan,East Harlem North
68067,Manhattan,East Harlem North
68068,Manhattan,East Harlem North
68069,Manhattan,East Harlem North
68070,Manhattan,East Harlem North
68071,Manhattan,East Harlem North
68072,Manhattan,East Harlem North
68073,Manhattan,East Harlem North
68074,Manhattan,East Harlem North
68075,Manhattan,East Harlem North
68076,Manhattan,East Harlem North
68077,Manhattan,East Harlem North
68078,Manhattan,East Harlem North
68079,Manhattan,East Harlem North
68080,Manhattan,East Harlem North
68081,Manhattan,Central Harlem South
68082,Manhattan,East Harlem North
68083,Manhattan,Central Harlem North-Polo Grounds
68084,Manhattan,East Harlem North
68085,Manhattan,East Harlem North
68086,Manhattan,East Harlem North
68087,Manhattan,East Harlem North
68088,Manhattan,East Harlem North
68089,Manhattan,East Harlem North
68090,Manhattan,East Harlem North
68091,Manhattan,East Harlem North
68092,Manhattan,East Harlem North
68093,Manhattan,East Harlem North
68096,Manhattan,East Harlem South
68097,Manhattan,East Harlem North
68098,Manhattan,East Harlem South
68106,Manhattan,East Harlem North
68108,Manhattan,East Harlem North
68109,Manhattan,Central Harlem South
68110,Manhattan,East Harlem North
68111,Manhattan,East Harlem South
68112,Manhattan,Yorkville
68112,Manhattan,East Harlem South
68113,Manhattan,East Harlem North
68114,Manhattan,East Harlem South
68115,Manhattan,East Harlem South
69001,Manhattan,Upper West Side
69002,Manhattan,Upper West Side
69003,Manhattan,Upper West Side
69004,Manhattan,Upper West Side
69005,Manhattan,Upper West Side
69006,Manhattan,Upper West Side
69007,Manhattan,Upper West Side
69008,Manhattan,Upper West Side
69009,Manhattan,Upper West Side
69010,Manhattan,Upper West Side
69011,Manhattan,Upper West Side
69012,Manhattan,Upper West Side
69013,Manhattan,Upper West Side
69014,Manhattan,Upper West Side
69015,Manhattan,Upper West Side
69016,Manhattan,Upper West Side
69017,Manhattan,Upper West Side
69018,Manhattan,Upper West Side
69019,Manhattan,Upper West Side
69020,Manhattan,Upper West Side
69021,Manhattan,Upper West Side
69022,Manhattan,Upper West Side
69023,Manhattan,Upper West Side
69024,Manhattan,Upper West Side
69025,Manhattan,Upper West Side
69026,Manhattan,Upper West Side
69027,Manhattan,Upper West Side
69028,Manhattan,Upper West Side
69029,Manhattan,Upper West Side
69030,Manhattan,Upper West Side
69031,Manhattan,Upper West Side
69032,Manhattan,Upper West Side
69033,Manhattan,Upper West Side
69034,Manhattan,Upper West Side
69035,Manhattan,Upper West Side
69036,Manhattan,Upper West Side
69037,Manhattan,Upper West Side
69038,Manhattan,Upper West Side
69039,Manhattan,Upper West Side
69040,Manhattan,Upper West Side
69041,Manhattan,Upper West Side
69042,Manhattan,Upper West Side
69043,Manhattan,Upper West Side
69044,Manhattan,Upper West Side
69045,Manhattan,Upper West Side
69046,Manhattan,Upper West Side
69047,Manhattan,Upper West Side
69048,Manhattan,Upper West Side
69049,Manhattan,Upper West Side
69050,Manhattan,Upper West Side
69051,Manhattan,Upper West Side
69052,Manhattan,Upper West Side
69053,Manhattan,Upper West Side
69054,Manhattan,Upper West Side
69055,Manhattan,Upper West Side
69056,Manhattan,Upper West Side
69057,Manhattan,Upper West Side
69058,Manhattan,Upper West Side
69059,Manhattan,Upper West Side
69060,Manhattan,Upper West Side
69061,Manhattan,Upper West Side
69062,Manhattan,Upper West Side
69063,Manhattan,Upper West Side
69064,Manhattan,Upper West Side
69065,Manhattan,Upper West Side
69066,Manhattan,Upper West Side
69067,Manhattan,Upper West Side
69068,Manhattan,Upper West Side
69069,Manhattan,Upper West Side
69070,Manhattan,Upper West Side
69071,Manhattan,Upper West Side
69072,Manhattan,Morningside Heights
69073,Manhattan,Morningside Heights
69074,Manhattan,Morningside Heights
69075,Manhattan,Morningside Heights
69076,Manhattan,Morningside Heights
69077,Manhattan,Morningside Heights
69078,Manhattan,Morningside Heights
69079,Manhattan,Morningside Heights
69080,Manhattan,Morningside Heights
69081,Manhattan,Morningside Heights
69082,Manhattan,Central Harlem South
69083,Manhattan,Morningside Heights
69084,Manhattan,Morningside Heights
69085,Manhattan,Morningside Heights
69086,Manhattan,Morningside Heights
69087,Manhattan,Morningside Heights
69088,Manhattan,Morningside Heights
69089,Manhattan,Morningside Heights
69090,Manhattan,Morningside Heights
69091,Manhattan,Morningside Heights
69092,Manhattan,Morningside Heights
69093,Manhattan,Morningside Heights
69094,Manhattan,Morningside Heights
69095,Manhattan,Morningside Heights
69096,Manhattan,Morningside Heights
69097,Manhattan,Morningside Heights
69098,Manhattan,Morningside Heights
69099,Manhattan,Morningside Heights
69100,Manhattan,Morningside Heights
69101,Manhattan,Morningside Heights
69102,Manhattan,Morningside Heights
69108,Manhattan,Morningside Heights
69109,Manhattan,Morningside Heights
69110,Manhattan,Upper West Side
69111,Manhattan,Upper West Side
69112,Manhattan,Upper West Side
69113,Manhattan,Upper West Side
69114,Manhattan,Upper West Side
69115,Manhattan,Upper West Side
70001,Manhattan,Central Harlem South
70002,Manhattan,Central Harlem South
70003,Manhattan,Central Harlem South
70004,Manhattan,Central Harlem South
70005,Manhattan,Central Harlem South
70006,Manhattan,Central Harlem South
70007,Manhattan,Central Harlem South
70008,Manhattan,Central Harlem South
70009,Manhattan,Central Harlem South
70010,Manhattan,Central Harlem South
70011,Manhattan,Central Harlem South
70012,Manhattan,Central Harlem South
70013,Manhattan,Central Harlem South
70014,Manhattan,Central Harlem South
70015,Manhattan,Central Harlem South
70016,Manhattan,Central Harlem South
70017,Manhattan,Central Harlem South
70018,Manhattan,Central Harlem South
70019,Manhattan,Central Harlem South
70020,Manhattan,Central Harlem South
70021,Manhattan,Central Harlem South
70022,Manhattan,Central Harlem South
70023,Manhattan,Morningside Heights
70023,Manhattan,Central Harlem South
70024,Manhattan,Central Harlem North-Polo Grounds
70024,Manhattan,Central Harlem South
70025,Manhattan,Central Harlem North-Polo Grounds
70026,Manhattan,Central Harlem North-Polo Grounds
70027,Manhattan,Central Harlem North-Polo Grounds
70028,Manhattan,Central Harlem North-Polo Grounds
70029,Manhattan,Central Harlem North-Polo Grounds
70030,Manhattan,Central Harlem North-Polo Grounds
70031,Manhattan,Central Harlem North-Polo Grounds
70032,Manhattan,Central Harlem North-Polo Grounds
70033,Manhattan,Central Harlem North-Polo Grounds
70034,Manhattan,Central Harlem North-Polo Grounds
70035,Manhattan,Central Harlem North-Polo Grounds
70036,Manhattan,Central Harlem North-Polo Grounds
70037,Manhattan,East Harlem North
70038,Manhattan,East Harlem North
70039,Manhattan,East Harlem North
70040,Manhattan,Central Harlem North-Polo Grounds
70041,Manhattan,Central Harlem North-Polo Grounds
70042,Manhattan,Central Harlem North-Polo Grounds
70043,Manhattan,Central Harlem North-Polo Grounds
70044,Manhattan,Central Harlem North-Polo Grounds
70045,Manhattan,Central Harlem North-Polo Grounds
70046,Manhattan,East Harlem North
70047,Manhattan,East Harlem North
70048,Manhattan,Central Harlem North-Polo Grounds
70049,Manhattan,Central Harlem North-Polo Grounds
70050,Manhattan,Central Harlem North-Polo Grounds
70051,Manhattan,Central Harlem North-Polo Grounds
70052,Manhattan,Central Harlem North-Polo Grounds
70053,Manhattan,Central Harlem North-Polo Grounds
70054,Manhattan,East Harlem North
70055,Manhattan,Central Harlem North-Polo Grounds
70056,Manhattan,Central Harlem North-Polo Grounds
70057,Manhattan,Central Harlem North-Polo Grounds
70058,Manhattan,Central Harlem North-Polo Grounds
70059,Manhattan,Central Harlem North-Polo Grounds
70060,Manhattan,Central Harlem North-Polo Grounds
70061,Manhattan,Central Harlem North-Polo Grounds
70062,Manhattan,Central Harlem North-Polo Grounds
70063,Manhattan,Hamilton Heights
70064,Manhattan,Morningside Heights
70065,Manhattan,Morningside Heights
70066,Manhattan,Central Harlem South
70067,Manhattan,Morningside Heights
70068,Manhattan,Morningside Heights
70069,Manhattan,Manhattanville
70070,Manhattan,Manhattanville
70071,Manhattan,Manhattanville
70072,Manhattan,Manhattanville
70073,Manhattan,Manhattanville
70073,Manhattan,Morningside Heights
70074,Manhattan,Manhattanville
70074,Manhattan,Morningside Heights
70075,Manhattan,Manhattanville
70076,Manhattan,Manhattanville
70077,Manhattan,Manhattanville
70078,Manhattan,Manhattanville
70079,Manhattan,Manhattanville
70079,Manhattan,Morningside Heights
70080,Manhattan,Manhattanville
70081,Manhattan,Manhattanville
70082,Manhattan,Manhattanville
70083,Manhattan,Manhattanville
70084,Manhattan,Hamilton Heights
70085,Manhattan,Hamilton Heights
70086,Manhattan,Hamilton Heights
70087,Manhattan,Hamilton Heights
70088,Manhattan,Hamilton Heights
70089,Manhattan,Hamilton Heights
70090,Manhattan,Hamilton Heights
70090,Manhattan,Manhattanville
70091,Manhattan,Central Harlem South
70092,Manhattan,Central Harlem South
70093,Manhattan,Central Harlem South
70098,Manhattan,Central Harlem North-Polo Grounds
70098,Manhattan,Hamilton Heights
70099,Manhattan,Manhattanville
70100,Manhattan,Central Harlem North-Polo Grounds
70101,Manhattan,Central Harlem North-Polo Grounds
70102,Manhattan,Central Harlem North-Polo Grounds
70103,Manhattan,Central Harlem North-Polo Grounds
70104,Manhattan,Morningside Heights
70105,Manhattan,Central Harlem South
70106,Manhattan,Central Harlem South
70107,Manhattan,Central Harlem South
70108,Manhattan,Central Harlem South
70109,Manhattan,Hamilton Heights
70110,Manhattan,Manhattanville
70111,Manhattan,Central Harlem North-Polo Grounds
71001,Manhattan,Hamilton Heights
71002,Manhattan,Hamilton Heights
71003,Manhattan,Hamilton Heights
71004,Manhattan,Hamilton Heights
71005,Manhattan,Hamilton Heights
71006,Manhattan,Hamilton Heights
71007,Manhattan,Hamilton Heights
71008,Manhattan,Hamilton Heights
71009,Manhattan,Hamilton Heights
71010,Manhattan,Washington Heights North
71011,Manhattan,Central Harlem North-Polo Grounds
71012,Manhattan,Central Harlem North-Polo Grounds
71013,Manhattan,Central Harlem North-Polo Grounds
71014,Manhattan,Central Harlem North-Polo Grounds
71015,Manhattan,Central Harlem North-Polo Grounds
71016,Manhattan,Central Harlem North-Polo Grounds
71017,Manhattan,Central Harlem North-Polo Grounds
71018,Manhattan,Central Harlem North-Polo Grounds
71019,Manhattan,Central Harlem North-Polo Grounds
71020,Manhattan,Central Harlem North-Polo Grounds
71021,Manhattan,Central Harlem North-Polo Grounds
71022,Manhattan,Central Harlem North-Polo Grounds
71023,Manhattan,Central Harlem North-Polo Grounds
71024,Manhattan,Hamilton Heights
71025,Manhattan,Hamilton Heights
71025,Manhattan,Washington Heights South
71026,Manhattan,Hamilton Heights
71027,Manhattan,Hamilton Heights
71028,Manhattan,Hamilton Heights
71029,Manhattan,Hamilton Heights
71030,Manhattan,Hamilton Heights
71031,Manhattan,Hamilton Heights
71032,Manhattan,Hamilton Heights
71033,Manhattan,Hamilton Heights
71034,Manhattan,Hamilton Heights
71035,Manhattan,Hamilton Heights
71036,Manhattan,Hamilton Heights
71037,Manhattan,Hamilton Heights
